	Date	Retailer	Company	Margin	Amount
13694	9/18/2018	ElectroSource	Others	326.99	357.00
13695	9/18/2018	WattWizard	Others	324.40	1188.40
13696	9/18/2018	WattWizard	BharatElectra Works	287.17	2217.00
13697	9/18/2018	WattWizard	BharatElectra Works	516.57	3046.97
13698	9/18/2018	WattWizard	SupraVolt Manufacturing	555.03	601.00
13699	9/18/2018	WattWizard	FusionAnchor Technologies	1157.17	3076.14
13700	9/20/2018	PulseCraft Depot	AnchorVolt Industries	86.14	1047.76
13701	9/20/2018	PulseCraft Depot	AnchorVolt Industries	138.31	645.15
13702	9/20/2018	PulseCraft Depot	AnchorVolt Industries	87.35	431.52
13703	9/20/2018	PulseCraft Depot	AnchorVolt Industries	102.56	352.92
13704	9/20/2018	PulseCraft Depot	AnchorVolt Industries	41.94	151.72
13705	9/20/2018	PulseCraft Depot	Others	62.59	76.20
13706	9/20/2018	PulseCraft Depot	SupraVolt Manufacturing	85.80	92.40
13707	9/20/2018	PulseCraft Depot	SupraVolt Manufacturing	422.50	469.00
13708	9/20/2018	PulseCraft Depot	SupraVolt Manufacturing	194.50	599.00
13709	9/20/2018	PulseCraft Depot	SupraVolt Manufacturing	370.00	400.00
13710	9/20/2018	PulseCraft Depot	SupraVolt Manufacturing	1102.00	1182.00
13711	9/20/2018	PulseCraft Depot	SupraVolt Manufacturing	93.20	305.00
13712	9/20/2018	VoltPeak	SupraVolt Manufacturing	896.65	960.97
13713	9/20/2018	VoltPeak	SupraVolt Manufacturing	99.53	768.16
13714	9/20/2018	VoltPeak	SupraVolt Manufacturing	156.36	957.95
13715	9/20/2018	VoltPeak	SupraVolt Manufacturing	97.97	866.32
13716	9/20/2018	VoltPeak	SupraVolt Manufacturing	213.47	814.24
13717	9/20/2018	VoltPeak	SupraVolt Manufacturing	102.12	507.78
13718	9/20/2018	VoltPeak	SupraVolt Manufacturing	2124.87	2298.01
13719	9/20/2018	VoltPeak	SupraVolt Manufacturing	283.88	2092.20
13720	9/20/2018	VoltPeak	SupraVolt Manufacturing	60.50	880.85
13721	9/20/2018	VoltPeak	SupraVolt Manufacturing	670.98	725.10
13722	9/22/2018	Cash	BharatElectra Works	496.76	7142.68
13723	9/22/2018	Cash	BharatElectra Works	4500.77	41421.83
13724	9/22/2018	Cash	BharatElectra Works	2655.98	28253.31
13725	9/22/2018	Cash	BharatElectra Works	2067.10	29990.96
13726	9/22/2018	Cash	BharatElectra Works	1566.81	22716.96
13727	9/22/2018	Cash	BharatElectra Works	2093.58	16048.64
13728	9/22/2018	BrightCircuit	AnchorVolt Industries	841.69	4628.60
13729	9/22/2018	BrightCircuit	AnchorVolt Industries	243.91	1303.82
13730	9/22/2018	BrightCircuit	AnchorVolt Industries	657.56	3304.00
13731	9/22/2018	BrightCircuit	AnchorVolt Industries	380.97	1892.28
13732	9/22/2018	BrightCircuit	OrionVolt Systems	176.85	1067.60
13733	9/22/2018	BrightCircuit	OrionVolt Systems	83.34	730.80
13734	9/22/2018	PowerNode	AnchorVolt Industries	424.73	2325.80
13735	9/22/2018	PowerNode	AnchorVolt Industries	317.40	1581.40
13736	9/23/2018	Cash	AnchorVolt Industries	206.12	696.46
13737	9/23/2018	Cash	AnchorVolt Industries	130.42	309.46
13738	9/23/2018	Cash	AnchorVolt Industries	314.03	1683.80
13739	9/23/2018	Cash	AnchorVolt Industries	247.64	827.60
13740	9/23/2018	Cash	AnchorVolt Industries	74.52	247.36
13741	9/23/2018	ElectroMotive	AnchorVolt Industries	181.02	755.40
13742	9/23/2018	ElectroMotive	AnchorVolt Industries	162.94	1795.16
13743	9/23/2018	ElectroMotive	AnchorVolt Industries	273.98	3082.72
13744	9/23/2018	ElectroMotive	AnchorVolt Industries	134.91	1526.00
13745	9/25/2018	PulseCraft Depot	DynoAnchor Works	10.65	63.16
13746	9/25/2018	PulseCraft Depot	VoltWave Manufacturing	272.23	7085.92
13747	9/25/2018	PulseCraft Depot	BharatElectra Works	891.59	3362.78
13748	9/25/2018	PulseCraft Depot	BharatElectra Works	294.05	2218.00
13749	9/25/2018	PulseCraft Depot	BharatElectra Works	779.11	4565.45
13750	9/25/2018	PulseCraft Depot	BharatElectra Works	2832.32	10323.88
13751	9/27/2018	BrightBolt Store	OrionVolt Systems	173.29	725.52
13752	9/27/2018	BrightBolt Store	OrionVolt Systems	293.39	963.00
13753	9/27/2018	Cash	AnchorVolt Industries	406.29	1387.91
13754	9/27/2018	BrightEnergy	AnchorVolt Industries	439.64	1988.40
13755	9/27/2018	ElectraNest Outlet	SupraVolt Manufacturing	431.50	461.00
13756	9/27/2018	ElectraNest Outlet	SupraVolt Manufacturing	89.98	247.80
13757	9/27/2018	ElectraNest Outlet	SupraVolt Manufacturing	717.00	778.00
13758	9/27/2018	ElectraNest Outlet	SupraVolt Manufacturing	463.00	496.00
13759	9/27/2018	ElectraNest Outlet	SupraVolt Manufacturing	291.00	313.00
13760	9/27/2018	ElectraNest Outlet	OrionVolt Systems	515.00	1196.00
13761	9/27/2018	ElectraNest Outlet	OrionVolt Systems	498.08	1147.40
13762	9/27/2018	ElectraNest Outlet	OrionVolt Systems	959.33	2010.20
13763	9/28/2018	PulseCraft Depot	AnchorVolt Industries	35.29	145.40
13764	9/28/2018	PulseCraft Depot	AnchorVolt Industries	34.94	102.80
13765	9/28/2018	PulseCraft Depot	AnchorVolt Industries	11.06	60.88
13766	9/28/2018	PulseCraft Depot	AnchorVolt Industries	32.11	146.20
13767	9/29/2018	ElectroSource	AnchorVolt Industries	276.92	918.60
13768	9/29/2018	ElectroSource	AnchorVolt Industries	369.34	1120.58
13769	10/1/2018	PulseCraft Depot	Others	56.88	145.40
13770	10/1/2018	PulseCraft Depot	Others	130.02	227.40
13771	10/1/2018	PulseCraft Depot	AnchorPulse Fabrications	64.74	708.40
13772	10/1/2018	PulseCraft Depot	FusionAnchor Technologies	58.95	205.30
13773	10/1/2018	PulseCraft Depot	FusionAnchor Technologies	95.02	284.10
13774	10/1/2018	PulseCraft Depot	FusionAnchor Technologies	88.91	209.60
13775	10/1/2018	PulseCraft Depot	FusionAnchor Technologies	95.64	277.00
13776	10/1/2018	PulseCraft Depot	ElectroSaar Fabricators	45.34	126.00
13777	10/2/2018	BrightCircuit	SupraVolt Manufacturing	157.36	705.60
13778	10/2/2018	BrightCircuit	SupraVolt Manufacturing	229.32	1137.50
13779	10/2/2018	BrightCircuit	SupraVolt Manufacturing	101.97	508.40
13780	10/2/2018	BrightCircuit	SupraVolt Manufacturing	453.30	1659.20
13781	10/2/2018	BrightCircuit	SupraVolt Manufacturing	532.12	571.90
13782	10/2/2018	BrightCircuit	OrionVolt Systems	263.17	1724.90
13783	10/3/2018	PulseCraft Depot	ApexVolt Industries	154.57	217.00
13784	10/3/2018	PulseCraft Depot	ApexVolt Industries	170.11	209.00
13785	10/3/2018	PulseCraft Depot	SupraVolt Manufacturing	171.01	191.00
13786	10/3/2018	PulseCraft Depot	OrionVolt Systems	37.69	111.53
13787	10/3/2018	PulseCraft Depot	DynoAnchor Works	2.47	26.86
13788	10/3/2018	PulseCraft Depot	NexaGrid Solutions	115.20	121.70
13789	10/3/2018	PulseCraft Depot	NexaGrid Solutions	16.99	186.60
13790	10/3/2018	PulseCraft Depot	Others	9.42	38.20
13791	10/3/2018	PulseCraft Depot	Others	4.88	15.25
13792	10/3/2018	PulseCraft Depot	BharatElectra Works	476.23	516.00
13793	10/3/2018	PulseCraft Depot	SupraVolt Manufacturing	45.84	158.00
13794	10/3/2018	PulseCraft Depot	Others	61.03	60.00
13795	10/3/2018	PulseCraft Depot	OrionVolt Systems	50.37	91.00
13796	10/3/2018	PulseCraft Depot	Others	16.50	15.00
13797	10/3/2018	PulseCraft Depot	AnchorVolt Industries	38.57	102.10
13798	10/3/2018	PulseCraft Depot	AnchorVolt Industries	159.61	417.60
13799	10/3/2018	PulseCraft Depot	AnchorVolt Industries	43.60	122.60
13800	10/3/2018	PulseCraft Depot	AnchorVolt Industries	18.50	58.86
13801	10/3/2018	PulseCraft Depot	AnchorVolt Industries	85.36	232.32
13802	10/3/2018	PulseCraft Depot	AnchorVolt Industries	65.21	231.00
13803	10/3/2018	PulseCraft Depot	Others	53.29	194.50
13804	10/3/2018	PulseCraft Depot	HavellCore Technologies	7.65	15.12
13805	10/3/2018	PulseCraft Depot	Others	3.00	89.00
13806	10/3/2018	PulseCraft Depot	Others	15.33	48.30
13807	10/3/2018	PulseCraft Depot	VoltWave Manufacturing	281.35	3692.30
13808	10/3/2018	PulseCraft Depot	BharatElectra Works	380.44	2322.35
13809	10/3/2018	PulseCraft Depot	BharatElectra Works	640.06	3174.18
13810	10/3/2018	PulseCraft Depot	SupraVolt Manufacturing	87.21	215.60
13811	10/3/2018	PulseCraft Depot	OrionVolt Systems	66.40	249.30
13812	10/3/2018	PulseCraft Depot	OrionVolt Systems	126.15	316.55
13813	10/3/2018	PulseCraft Depot	ElectroSaar Fabricators	107.48	198.00
13814	10/4/2018	Cash	Others	13.23	46.60
13815	10/4/2018	Cash	HavellCore Technologies	2.21	16.56
13816	10/4/2018	Cash	Others	8.33	30.40
13817	10/4/2018	Cash	PulseHavell Solutions	39.01	94.00
13818	10/4/2018	Cash	PowerZenith Works	10.80	42.80
13819	10/4/2018	Cash	AnchorGrid Works	72.01	73.00
13820	10/4/2018	Cash	VoltIndus Fabrications	88.76	608.80
13821	10/4/2018	Cash	BharatElectra Works	691.38	2063.28
13822	10/4/2018	Cash	SupraVolt Manufacturing	3.90	29.10
13823	10/4/2018	Cash	OrionVolt Systems	28.09	70.00
13824	10/6/2018	ElectroSource	AnchorVolt Industries	303.78	1571.40
13825	10/6/2018	ElectroSource	AnchorVolt Industries	421.72	2322.80
13826	10/6/2018	ElectroSource	FusionAnchor Technologies	813.63	2902.72
13827	10/6/2018	ElectroSource	FusionAnchor Technologies	387.32	3122.33
13828	10/6/2018	ElectroSource	FusionAnchor Technologies	291.84	1131.59
13829	10/6/2018	ElectroSource	FusionAnchor Technologies	651.02	4644.82
13830	10/7/2018	ElectroSync	AnchorVolt Industries	155.22	2093.52
13831	10/7/2018	ElectroSync	AnchorVolt Industries	604.76	2316.80
13832	10/7/2018	ElectroSync	AnchorVolt Industries	311.15	1472.28
13833	10/7/2018	ElectroSync	AnchorVolt Industries	183.06	756.40
13834	10/7/2018	ElectroSync	AnchorVolt Industries	213.69	851.52
13835	10/7/2018	ElectroSync	AnchorVolt Industries	282.04	945.64
13836	10/7/2018	ElectroSync	AnchorVolt Industries	512.71	2481.00
13837	10/7/2018	ElectroSync	AnchorVolt Industries	662.10	2490.00
13838	10/7/2018	ElectroSync	AnchorVolt Industries	232.37	1153.88
13839	10/7/2018	ElectroSync	AnchorVolt Industries	399.38	1449.24
13840	10/7/2018	ElectroSync	AnchorVolt Industries	414.14	1540.36
13841	10/7/2018	ElectroSync	AnchorVolt Industries	190.95	946.64
13842	10/7/2018	ElectroSync	AnchorVolt Industries	653.13	2580.12
13843	10/7/2018	ElectroSync	AnchorVolt Industries	764.76	5681.21
13844	10/7/2018	ElectroSync	AnchorVolt Industries	235.57	1151.88
13845	10/7/2018	ElectroSync	SupraVolt Manufacturing	181.41	745.00
13846	10/7/2018	ElectroSync	SupraVolt Manufacturing	153.11	672.00
13847	10/7/2018	ElectroSync	SupraVolt Manufacturing	219.23	1127.00
13848	10/7/2018	ElectroSync	SupraVolt Manufacturing	268.93	1093.00
13849	10/7/2018	ElectroSync	SupraVolt Manufacturing	253.53	1219.50
13850	10/7/2018	ElectroSync	OrionVolt Systems	398.22	665.75
13851	10/7/2018	ElectroVault	AnchorVolt Industries	152.88	784.70
13852	10/7/2018	ElectroVault	AnchorVolt Industries	374.63	1395.68
13853	10/7/2018	ElectroVault	AnchorVolt Industries	268.56	1280.30
13854	10/7/2018	ElectroVault	AnchorVolt Industries	215.67	853.52
13855	10/7/2018	ElectroVault	AnchorVolt Industries	278.02	947.64
13856	10/7/2018	ElectroVault	AnchorVolt Industries	442.64	2149.60
13857	10/7/2018	ElectroVault	AnchorVolt Industries	510.62	2492.00
13858	10/7/2018	ElectroVault	AnchorVolt Industries	404.60	1494.80
13859	10/7/2018	ElectroVault	AnchorVolt Industries	225.33	1151.88
13860	10/7/2018	ElectroVault	AnchorVolt Industries	397.32	1448.24
13861	10/7/2018	ElectroVault	AnchorVolt Industries	415.08	1549.36
13862	10/7/2018	ElectroVault	AnchorVolt Industries	193.93	949.64
13863	10/7/2018	ElectroVault	AnchorVolt Industries	330.03	1295.56
13864	10/7/2018	ElectroVault	AnchorVolt Industries	771.55	4067.60
13865	10/7/2018	ElectroVault	AnchorVolt Industries	237.53	1149.88
13866	10/7/2018	ElectroVault	OrionVolt Systems	393.19	666.75
13867	10/7/2018	ElectroVault	HavellCore Technologies	421.91	692.00
13868	10/7/2018	ElectroVault	HavellCore Technologies	276.33	586.00
13869	10/7/2018	ElectroVault	GridHaven Systems	170.52	938.00
13870	10/7/2018	ElectroVault	OrionVolt Systems	153.55	604.50
13871	10/7/2018	ElectroVault	OrionVolt Systems	163.20	828.00
13872	10/7/2018	ElectroVault	OrionVolt Systems	123.20	723.90
13873	10/7/2018	ElectroVault	OrionVolt Systems	77.79	458.90
13874	10/7/2018	ElectroVault	OrionVolt Systems	311.57	1696.60
13875	10/7/2018	ElectroVault	OrionVolt Systems	159.75	630.80
13876	10/7/2018	ElectroVault	OrionVolt Systems	144.53	692.60
13877	10/7/2018	ElectroVault	OrionVolt Systems	256.25	914.00
13878	10/7/2018	ElectroVault	OrionVolt Systems	261.63	1110.10
13879	10/7/2018	ElectroVault	OrionVolt Systems	343.73	1372.00
13880	10/7/2018	Cash	AnchorVolt Industries	186.55	646.58
13881	10/7/2018	Cash	AnchorVolt Industries	9.24	277.76
13882	10/7/2018	Cash	AnchorVolt Industries	33.15	144.40
13883	10/7/2018	Cash	AnchorVolt Industries	-57.85	140.88
13884	10/7/2018	PulseCraft Depot	ElectroShakti Works	269.50	1692.00
13885	10/7/2018	PulseCraft Depot	Others	24.77	206.60
13886	10/7/2018	PulseCraft Depot	DynoAnchor Works	3.67	69.16
13887	10/7/2018	ElectroSource	AnchorVolt Industries	600.82	2089.52
13888	10/9/2018	ElectroMotive	AnchorVolt Industries	913.58	3472.20
13889	10/10/2018	PulseCraft Depot	AnchorVolt Industries	25.38	111.00
13890	10/10/2018	PulseCraft Depot	Others	8.03	18.20
13891	10/10/2018	PulseCraft Depot	OrionVolt Systems	36.87	51.75
13892	10/10/2018	PulseCraft Depot	OrionVolt Systems	80.14	191.85
13893	10/10/2018	PulseCraft Depot	OrionVolt Systems	12.40	70.75
13894	10/11/2018	CurrentConnect	Others	1500.47	4600.17
13895	10/11/2018	CurrentConnect	Others	135.02	1684.00
13896	10/11/2018	CurrentConnect	FusionAnchor Technologies	204.14	1303.47
13897	10/11/2018	CurrentConnect	FusionAnchor Technologies	988.35	3528.72
13898	10/11/2018	CurrentConnect	FusionAnchor Technologies	1343.08	4446.58
13899	10/11/2018	CurrentConnect	FusionAnchor Technologies	501.45	2908.26
13900	10/11/2018	CurrentConnect	FusionAnchor Technologies	1300.44	7037.91
13901	10/11/2018	SparkCraft	AnchorVolt Industries	471.06	2324.80
13902	10/11/2018	SparkCraft	AnchorVolt Industries	805.92	4297.20
13903	10/11/2018	SparkCraft	AnchorVolt Industries	662.13	2577.12
13904	10/11/2018	SparkCraft	HavellCore Technologies	-5.19	976.00
13905	10/11/2018	SparkCraft	HavellCore Technologies	275.80	4223.00
13906	10/11/2018	ElectroLink	AnchorVolt Industries	304.87	1571.40
13907	10/11/2018	ElectroLink	AnchorVolt Industries	821.39	3074.72
13908	10/11/2018	PulseCraft Depot	AnchorVolt Industries	58.22	159.00
13909	10/11/2018	PulseCraft Depot	DynoAnchor Works	76.85	399.70
13910	10/11/2018	PulseCraft Depot	OrionVolt Systems	45.98	171.90
13911	10/11/2018	PulseCraft Depot	ElectroSaar Fabricators	73.70	223.00
13912	10/12/2018	Cash	AnchorVolt Industries	47.49	335.40
13913	10/12/2018	Cash	AnchorVolt Industries	57.07	258.72
13914	10/12/2018	Cash	AnchorVolt Industries	27.66	152.60
13915	10/12/2018	Cash	AnchorVolt Industries	18.39	95.40
13916	10/12/2018	Cash	AnchorVolt Industries	37.87	148.60
13917	10/12/2018	Cash	AnchorVolt Industries	58.41	273.96
13918	10/12/2018	Cash	AnchorVolt Industries	46.75	182.18
13919	10/12/2018	Cash	AnchorVolt Industries	84.47	411.00
13920	10/12/2018	Cash	Others	155.41	176.20
13921	10/12/2018	Cash	VoltIndus Fabrications	67.26	461.60
13922	10/12/2018	Cash	BharatElectra Works	1053.71	2174.00
13923	10/12/2018	Cash	BharatElectra Works	279.28	1552.52
13924	10/18/2018	SurgeSphere Electric	AnchorVolt Industries	622.44	2761.00
13925	10/18/2018	SurgeSphere Electric	AnchorVolt Industries	519.00	2553.08
13926	10/18/2018	SurgeSphere Electric	AnchorVolt Industries	627.12	2943.56
13927	10/18/2018	SurgeSphere Electric	AnchorVolt Industries	410.95	2153.60
13928	10/18/2018	SurgeSphere Electric	AnchorVolt Industries	330.22	1657.00
13929	10/18/2018	SurgeSphere Electric	AnchorVolt Industries	378.91	1884.28
13930	10/18/2018	SurgeSphere Electric	AnchorVolt Industries	1480.80	5616.80
13931	10/12/2018	PulseCraft Depot	AnchorVolt Industries	107.67	1159.00
13932	10/12/2018	PulseCraft Depot	AnchorVolt Industries	23.54	630.93
13933	10/12/2018	PulseCraft Depot	AnchorVolt Industries	86.62	1003.87
13934	10/12/2018	PulseCraft Depot	AnchorVolt Industries	-73.65	808.34
13935	10/12/2018	PulseCraft Depot	AnchorVolt Industries	84.03	922.23
13936	10/12/2018	PulseCraft Depot	AnchorVolt Industries	50.28	1256.92
13937	10/12/2018	PulseCraft Depot	AnchorVolt Industries	38.99	453.58
13938	10/12/2018	PulseCraft Depot	AnchorVolt Industries	48.76	484.84
13939	10/12/2018	PulseCraft Depot	AnchorVolt Industries	68.49	1625.80
13940	10/12/2018	PulseCraft Depot	AnchorVolt Industries	72.39	615.80
13941	10/12/2018	PulseCraft Depot	AnchorVolt Industries	103.67	1152.12
13942	10/12/2018	PulseCraft Depot	AnchorVolt Industries	104.62	1232.76
13943	10/12/2018	PulseCraft Depot	AnchorVolt Industries	16.67	541.60
13944	10/12/2018	PulseCraft Depot	AnchorVolt Industries	10.10	73.54
13945	10/12/2018	PulseCraft Depot	AnchorVolt Industries	21.95	394.04
13946	10/12/2018	PulseCraft Depot	AnchorVolt Industries	11.20	103.77
13947	10/12/2018	PulseCraft Depot	DynoAnchor Works	5.65	67.16
13948	10/12/2018	PulseCraft Depot	VoltIndus Fabrications	13.07	1303.00
13949	10/12/2018	PulseCraft Depot	VoltIndus Fabrications	105.02	608.45
13950	10/12/2018	PulseCraft Depot	SupraVolt Manufacturing	122.39	519.00
13951	10/12/2018	PulseCraft Depot	SupraVolt Manufacturing	32.81	118.60
13952	10/12/2018	PulseCraft Depot	OrionVolt Systems	116.66	558.25
13953	10/18/2018	Dynamo Deck	GridHaven Systems	484.61	2774.00
13954	10/18/2018	Dynamo Deck	OrionVolt Systems	383.14	1782.72
13955	10/18/2018	Dynamo Deck	OrionVolt Systems	157.17	655.17
13956	10/18/2018	Dynamo Deck	OrionVolt Systems	289.26	965.00
13957	10/18/2018	Dynamo Deck	ElectroSaar Fabricators	66.49	215.00
13958	10/18/2018	Dynamo Deck	ElectroSaar Fabricators	62.42	226.00
13959	10/19/2018	ElectroSource	AnchorVolt Industries	1875.13	40220.00
13960	10/19/2018	VoltPeak	AnchorVolt Industries	1870.13	40216.00
13961	10/21/2018	ElectroMotive	AnchorVolt Industries	251.08	1589.92
13962	10/21/2018	ElectroMotive	SupraWeld Technologies	839.26	2747.00
13963	10/21/2018	WattWizard	Others	241.08	773.00
13964	10/21/2018	WattWizard	HavellCore Technologies	962.84	1662.00
13965	10/21/2018	WattWizard	HavellCore Technologies	35.63	602.00
13966	10/21/2018	WattWizard	VoltSaar Technologies	7298.68	7858.14
13967	10/21/2018	WattWizard	SupraVolt Manufacturing	305.25	1760.00
13968	10/21/2018	WattWizard	OrionVolt Systems	529.78	1383.44
13969	10/21/2018	WattWizard	OrionVolt Systems	62.33	362.90
13970	10/21/2018	WattWizard	Others	326.99	358.00
13971	10/24/2018	VoltVision	AnchorVolt Industries	1251.76	5522.00
13972	10/24/2018	VoltVision	AnchorVolt Industries	222.45	1228.48
13973	10/24/2018	VoltVision	AnchorVolt Industries	235.70	2120.30
13974	10/24/2018	VoltVision	AnchorVolt Industries	467.01	2319.80
13975	10/24/2018	VoltVision	AnchorVolt Industries	477.67	2780.36
13976	10/24/2018	VoltVision	AnchorVolt Industries	283.42	1299.69
13977	10/24/2018	VoltVision	AnchorVolt Industries	420.15	1694.04
13978	10/24/2018	VoltVision	AnchorVolt Industries	553.27	1910.80
13979	10/24/2018	VoltVision	AnchorVolt Industries	645.99	2491.00
13980	10/24/2018	VoltVision	AnchorVolt Industries	810.69	2960.08
13981	10/24/2018	VoltVision	AnchorVolt Industries	453.45	1590.66
13982	10/24/2018	VoltVision	OrionVolt Systems	232.07	1457.00
13983	10/24/2018	VoltVision	OrionVolt Systems	243.85	1554.00
13984	10/24/2018	VoltVision	OrionVolt Systems	447.39	2590.00
13985	10/24/2018	SparkCraft	AnchorVolt Industries	1274.99	4963.00
13986	10/24/2018	SparkCraft	AnchorVolt Industries	318.40	1573.40
13987	10/24/2018	SparkCraft	AnchorVolt Industries	768.29	5695.60
13988	10/24/2018	SparkCraft	HavellCore Technologies	296.06	1421.00
13989	10/24/2018	SparkCraft	PowerCrest Engineering	147.18	958.00
13990	10/24/2018	SparkCraft	OrionVolt Systems	234.97	1502.50
13991	10/24/2018	SparkCraft	OrionVolt Systems	138.69	866.95
13992	10/24/2018	SparkCraft	OrionVolt Systems	96.77	631.80
13993	10/24/2018	SparkCraft	OrionVolt Systems	117.54	742.00
13994	10/24/2018	SparkCraft	OrionVolt Systems	125.43	782.50
13995	10/24/2018	SparkCraft	OrionVolt Systems	157.27	1005.00
13996	10/24/2018	SparkCraft	OrionVolt Systems	198.13	1276.00
13997	10/24/2018	SparkCraft	OrionVolt Systems	236.00	2198.00
13998	10/24/2018	SparkCraft	OrionVolt Systems	16.04	347.40
13999	10/24/2018	SparkCraft	OrionVolt Systems	21.04	352.40
14000	10/24/2018	SparkCraft	OrionVolt Systems	18.04	358.40
14001	10/24/2018	SparkCraft	OrionVolt Systems	14.04	357.40
14002	10/24/2018	SparkCraft	OrionVolt Systems	20.04	353.40
14003	10/24/2018	SparkCraft	OrionVolt Systems	366.80	1724.60
14004	10/24/2018	SparkCraft	OrionVolt Systems	265.51	1498.40
14005	10/24/2018	SparkCraft	OrionVolt Systems	205.30	925.10
14006	10/24/2018	SparkCraft	OrionVolt Systems	268.88	1147.50
14007	10/24/2018	SparkCraft	OrionVolt Systems	427.08	2734.00
14008	10/24/2018	SparkCraft	OrionVolt Systems	185.22	1193.00
14009	10/24/2018	SparkCraft	OrionVolt Systems	112.48	729.00
14010	10/24/2018	SparkCraft	OrionVolt Systems	68.93	402.30
14011	10/24/2018	SparkCraft	OrionVolt Systems	76.70	513.50
14012	10/24/2018	SparkCraft	OrionVolt Systems	107.36	669.20
14013	10/24/2018	SparkCraft	OrionVolt Systems	123.27	751.20
14014	10/24/2018	SparkCraft	OrionVolt Systems	153.27	1010.00
14015	10/24/2018	SparkCraft	OrionVolt Systems	42.13	346.52
14016	10/24/2018	ElectroSource	AnchorVolt Industries	214.40	1234.48
14017	10/24/2018	ElectroSource	OrionVolt Systems	1949.84	3311.75
14018	10/24/2018	ElectroSource	OrionVolt Systems	224.62	1302.00
14019	10/24/2018	ElectroSource	OrionVolt Systems	53.21	378.00
14020	10/24/2018	ElectroSource	OrionVolt Systems	55.21	387.00
14021	10/24/2018	ElectroSource	OrionVolt Systems	55.21	381.00
14022	10/24/2018	ElectroSource	OrionVolt Systems	55.21	390.00
14023	10/24/2018	ElectroSource	OrionVolt Systems	54.21	385.00
14024	10/24/2018	ElectroSource	OrionVolt Systems	59.69	358.40
14025	10/24/2018	ElectroSource	OrionVolt Systems	58.69	345.40
14026	10/24/2018	ElectroSource	OrionVolt Systems	58.69	344.40
14027	10/24/2018	ElectroSource	OrionVolt Systems	60.69	349.40
14028	10/24/2018	ElectroSource	OrionVolt Systems	62.69	352.40
14029	10/24/2018	ElectroSource	ElectroSaar Fabricators	65.48	210.00
14030	10/24/2018	ElectroSource	ElectroSaar Fabricators	61.41	217.00
14031	10/24/2018	ElectroSource	ElectroSaar Fabricators	69.76	306.00
14032	10/24/2018	ElectroGlow	HavellCore Technologies	205.04	947.00
14033	10/24/2018	ElectroGlow	HavellCore Technologies	956.89	1656.00
14034	10/24/2018	ElectroGlow	OrionVolt Systems	444.40	2600.00
14035	10/24/2018	ElectroGlow	OrionVolt Systems	2411.00	2593.00
14036	10/24/2018	ElectroGlow	OrionVolt Systems	146.36	918.00
14037	10/24/2018	SparkVolt	Others	69.94	975.00
14038	10/24/2018	SparkVolt	HavellCore Technologies	53.43	450.40
14039	10/24/2018	SparkVolt	HavellCore Technologies	54.01	453.40
14040	10/24/2018	SparkVolt	OrionVolt Systems	80.40	691.04
14041	10/24/2018	ElectroLine	OrionVolt Systems	248.53	2148.30
14042	10/24/2018	ElectroLine	OrionVolt Systems	119.42	966.80
14043	10/24/2018	ElectroLine	OrionVolt Systems	172.64	1479.60
14044	10/24/2018	ElectroLine	OrionVolt Systems	110.42	965.80
14045	10/24/2018	ElectroLine	OrionVolt Systems	182.52	2316.00
14046	10/24/2018	ElectroLine	ElectroSaar Fabricators	170.45	911.00
14047	10/24/2018	ElectroLine	ElectroSaar Fabricators	27.33	600.00
14048	10/24/2018	ElectroLine	ElectroSaar Fabricators	345.50	2044.00
14049	10/24/2018	ElectroLine	ElectroSaar Fabricators	215.52	782.00
14050	10/24/2018	ElectroLine	ElectroSaar Fabricators	98.49	640.00
14051	10/24/2018	PowerSphere	SupraVolt Manufacturing	267.50	809.00
14052	10/24/2018	PowerSphere	OrionVolt Systems	442.40	2591.00
14053	10/24/2018	PowerSphere	OrionVolt Systems	97.48	766.00
14054	10/24/2018	PowerSphere	OrionVolt Systems	98.48	768.00
14055	10/24/2018	PowerSphere	OrionVolt Systems	96.48	766.00
14056	10/24/2018	PowerSphere	OrionVolt Systems	96.48	762.00
14057	10/24/2018	PowerSphere	OrionVolt Systems	90.48	768.00
14058	10/24/2018	PowerSphere	OrionVolt Systems	123.44	694.80
14059	10/24/2018	PowerSphere	OrionVolt Systems	117.44	689.80
14060	10/24/2018	PowerSphere	OrionVolt Systems	122.44	702.80
14061	10/24/2018	PowerSphere	OrionVolt Systems	119.44	690.80
14062	10/24/2018	PowerSphere	OrionVolt Systems	124.44	701.80
14063	10/24/2018	PowerPulse	PowerCrest Engineering	80.59	481.50
14064	10/24/2018	PowerPulse	PowerCrest Engineering	270.63	1627.00
14065	10/24/2018	PowerPulse	OrionVolt Systems	442.40	2592.00
14066	10/24/2018	PowerPulse	OrionVolt Systems	358.80	1718.60
14067	10/24/2018	PowerPulse	OrionVolt Systems	272.51	1492.40
14068	10/24/2018	PowerPulse	OrionVolt Systems	631.36	2252.60
14069	10/24/2018	PowerPulse	OrionVolt Systems	201.30	920.10
14070	10/24/2018	PowerPulse	OrionVolt Systems	274.88	1137.50
14071	10/24/2018	PowerPulse	OrionVolt Systems	1482.10	4843.10
14072	10/24/2018	PowerPulse	OrionVolt Systems	232.54	1494.40
14073	10/24/2018	PowerPulse	ElectroSaar Fabricators	64.16	254.00
14074	10/25/2018	ElectroLink	AnchorVolt Industries	624.94	3143.80
14075	10/25/2018	ElectroLink	BharatElectra Works	8.01	10.01
